ID,Date,Rank,Link,Watchface Name,Watchface Thumbnail,IsUnique,UI Style,"Graphical decoration(logo,background,screen border,container,divider,logo,design(=foreground graphic))",Color Hue (Color except balck white grey),Animation,Data Types,displayForm,Data+Display,OnlyIcon,"Watch type (Analog, Digital,Hybrid)",Sport tagged?,Number of data types,formFactor
327,28/03/2021 22:01,58,https://www.facer.io/watchface/FZDuqoSLdZ?watchModel=moto360,LCD Diver,,yes,skeuomorphism,logo;screen border;container;,1,no;,time;date;watch battery;,chart;,watch battery=chart;,none;,hybrid,no;,1,android
328,28/03/2021 22:01,65,https://www.facer.io/watchface/YJFDR3RDuo?watchModel=armaniconnected,GRR | Basketball game,,yes,flat,background;design;,4,decoration;,time;game score;,text;,game score=text;,none;,digital,no;,1,android
329,28/03/2021 22:01,76,https://www.facer.io/watchface/DVeKaJEffD?watchModel=galaxyactive2,Fitness Flowers 07,,yes,semi-flat,logo;screen border;container;divider;design;,3,no;,time;date;day;watch battery;weather;steps;distance;calories;heart rate;,text;icon;text;text;text;icon+text;,watch battery=text;weather=icon;steps=text;distance=text;calories=text;heart rate=icon+text;,weather;,digital,no;,6,android
330,28/03/2021 22:01,78,https://www.facer.io/watchface/E4uTIw6Zdb?watchModel=montblancsummit2,Animated Gears Premium,,yes,skeuomorphism,logo;background;screen border;design;,2,decoration;,time;watch battery;,chart;,watch battery=chart;,none;,analog,no;,1,android
331,28/03/2021 22:01,84,https://www.facer.io/watchface/CBXxh0zqnI?watchModel=ztequartz,Breakfast at Tiffany's Premium,,yes,skeuomorphism,logo;background;screen border;container;,1,decoration;,time;date;day;steps;temperature;watch battery;,text;text;chart;,steps=text;temperature=text;watch battery=chart;,none;,analog,no;,3,android
332,28/03/2021 22:01,85,https://www.facer.io/watchface/SOfokrPOjL?watchModel=ticwatchs2glacier,JC-Singing bunny,,yes,semi-flat,logo;background;screen border;container;design;,4,decoration;,time;date;day;steps;watch battery;temperature;,icon+text;chart+text;text;,steps=icon+text;watch battery=chart+text;temperature=text;,none;,digital,no;,3,android
333,28/03/2021 22:01,87,https://www.facer.io/watchface/2TH7Q5jjy9?watchModel=fossilqwander,Hoppy Easter (Animated) ,,yes,semi-flat,background;design;,4,heart rate;,time;date;day;weather;steps;heart rate;temperature;watch battery;phone battery;,icon;icon+text;icon+text;text;icon+text;icon+text;,weather=icon;steps=icon+text;heart rate=icon+text;temperature=text;watch battery=icon+text;phone battery=icon+text;,weather;,digital,no;,6,android
334,28/03/2021 22:01,90,https://www.facer.io/watchface/Axq0Sn5oH9?watchModel=fossilqventure,[Customize] Party Pastels,,yes,semi-flat,logo;background;design;container;,4,no;,time;date;day;temperature;steps;distance;calories;heart rate;watch battery;,text;text;text;text;text;text;,temperature=text;steps=text;distance=text;calories=text;heart rate=text;watch battery=text;,none;,digital,no;,6,android
335,28/03/2021 22:01,96,https://www.facer.io/watchface/WcVAY1vPxe?watchModel=moto3602,HUD 2.0 +,,yes,semi-flat,logo;container;divider;,1,no;,time;date;day;location;steps;distance;heart rate;calories;,text;text;text;icon+text;text;,location=text;steps=text;distance=text;heart rate=icon+text;calories=text;,none;,digital,no;,5,android
336,04/04/2021 22:00,2,https://www.facer.io/watchface/S6IqhTxLmI?watchModel=galaxyactive2,RZ241,,yes,semi-flat,logo;divider;,1,no;,time;date;day;moon;weather;temperature;watch battery;heart rate;steps;distance;,chart;icon;text;chart;icon+text;text;icon+text;,moon=chart;weather=icon;temperature=text;watch battery=chart;heart rate=icon+text;steps=text;distance=icon+text;,weather;,digital,no;,7,android
337,04/04/2021 22:00,5,https://www.facer.io/watchface/wUhFEm473u?watchModel=moto3602,TWO LINES 2.0 +,,yes,semi-flat,container;,1,no;,time;date;location;,text;,location=text;,none;,hybrid,no;,1,android
338,04/04/2021 22:00,6,https://www.facer.io/watchface/eI4oMzseFC?watchModel=armaniconnected,ONESHOT,,yes,skeuomorphism,container;,2,heart rate;,time;day;altitude;wind speed;weather;temperature;heart rate;steps;air pressure;watch battery;humidity;,text;text;icon;text;icon+text;icon+text;text;chart+text;text;,altitude=text;wind speed=text;weather=icon;temperature=text;heart rate=icon+text;steps=icon+text;air pressure=text;watch battery=chart+text;humidity=text;,weather;,digital,no;,9,android
339,04/04/2021 22:00,8,https://www.facer.io/watchface/bfNvOuRcNi?watchModel=galaxywatch,HEADSHOT,,yes,semi-flat,design;,1,no;,time;date;day;watch battery;,text;,watch battery=text;,none;,digital,no;,1,android
340,04/04/2021 22:00,17,https://www.facer.io/watchface/w15hFcuNB8?watchModel=armaniconnected,BATWOLF Hadron,,yes,semi-flat,logo;container;,1,no;,time;date;day;temperature;steps;heart rate;watch battery;,text;icon+text;icon+text;text;,temperature=text;steps=icon+text;heart rate=icon+text;watch battery=text;,none;,hybrid,no;,4,android
341,04/04/2021 22:00,21,https://www.facer.io/watchface/6DmoCe9xKn?watchModel=moto360,Tide Master,,yes,semi-flat,container;,1,no;,time;date;moon;tide;sun;,chart+icon;chart+text;chart+text;,moon=chart+icon;tide=chart+text;sun=chart+text;,none;,analog,no;,3,android
342,04/04/2021 22:00,25,https://www.facer.io/watchface/dQooD1EfxL?watchModel=galaxywatch3,B# - Royal Flush - Gold,,yes,skeuomorphism,logo;background;container;,1,no;,time;date;day;watch battery;moon;,chart+icon;chart;,watch battery=chart+icon;moon=chart;,none;,analog,no;,2,android
343,04/04/2021 22:00,26,https://www.facer.io/watchface/j8iYWhVNxB?watchModel=verizonwear24,Animated Fairytale Premium,,yes,skeuomorphism,background;container;,2,no;,time;date;day;temperature;steps;,text;text;,temperature=text;steps=text;,none;,analog,no;,2,android
344,04/04/2021 22:00,30,https://www.facer.io/watchface/lMdGIhgeEU?watchModel=armaniconnectedd,NOSCOPE,,yes,skeuomorphism,container;,2,heart rate;,time;date;day;temperature;weather;heart rate;watch battery;,text;text;icon+text;text;,temperature=text;weather=text;heart rate=icon+text;watch battery=text;,none;,digital,no;,4,android
345,04/04/2021 22:00,40,https://www.facer.io/watchface/qId4whTvLT?watchModel=montblancsummit2blackcaseblackchain,FLAT'n'WHITE,,yes,flat,container;,1,no;,time;date;day;weather;steps;watch battery;heart rate;,chart+text;chart+text;chart+icon+text;chart+text;,weather=chart+text;steps=chart+text;watch battery=chart+icon+text;heart rate=chart+text;,none;,analog,no;,4,android
346,04/04/2021 22:00,44,https://www.facer.io/watchface/rzsEnRRkL7?watchModel=moto3602,M-2022 +,,yes,semi-flat,design;,1,no;,time;,none,none;,none;,digital,no;,0,android
347,04/04/2021 22:00,47,https://www.facer.io/watchface/pMmVuXBmTh?watchModel=moto3602,DOTS 2.0 +,,yes,flat,logo;,2,no;,time;date;day;watch battery;phone battery;steps;distance;,chart+icon;chart+icon;chart+icon;chart+icon;,watch battery=chart+icon;phone battery=chart+icon;steps=chart+icon;distance=chart+icon;,none;,digital,no;,4,android
348,04/04/2021 22:00,51,https://www.facer.io/watchface/mZyE6ljTNt?watchModel=montblancsummit2,CHAKRA,,yes,skeuomorphism,background;container;,7,no;,time;date;day;temperature;heart rate;steps;watch battery;,text;icon+text;icon+text;text;,temperature=text;heart rate=icon+text;steps=icon+text;watch battery=text;,none;,digital,no;,4,android
349,04/04/2021 22:00,55,https://www.facer.io/watchface/ocgijTuWzm?watchModel=galaxywatch3,AG Pilot 810,,yes,semi-flat,logo;screen border;container;,2,no;,time;date;day;temperature;air pressure;watch battery;phone battery;moon;,text;text;text;text;icon;,temperature=text;air pressure=text;watch battery=text;phone battery=text;moon=icon;,moon;,analog,no;,5,android
350,04/04/2021 22:00,61,https://www.facer.io/watchface/XHVxp7jMm2?watchModel=galaxywatch3,CFW Digital 3in1,,yes,skeuomorphism,logo;background;screen border;container;,3,heart rate;,time;date;day;time zone;weather;temperature;heart rate;steps;watch battery;moon;,text;icon;text;icon+text;icon+text;chart;chart;,time zone=text;weather=icon;temperature=text;heart rate=icon+text;steps=icon+text;watch battery=chart;moon=chart;,weather;,digital,no;,7,android
351,04/04/2021 22:00,63,https://www.facer.io/watchface/Ze0SmkYQWj?watchModel=ztequartz,NEW Día de Muertos Premium,,yes,skeuomorphism,logo;background;design;,1,no;,time;date;day;watch battery;steps;,chart+text;text;,watch battery=chart+text;steps=text;,none;,digital,no;,2,android
352,04/04/2021 22:00,72,https://www.facer.io/watchface/kPLDiPc48X?watchModel=fossilqexplorist,SEPIA,,yes,skeuomorphism,background;container;,4,no;,time;date;day;temperature;weather;watch battery;altitude;,text;text;chart+text;text;,temperature=text;weather=text;watch battery=chart+text;altitude=text;,none;,digital,no;,4,android
353,04/04/2021 22:00,76,https://www.facer.io/watchface/I0rOmVBg0l?watchModel=galaxywatch3,BA | ALIEN INVASION,,yes,flat,background;screen border;,2,decoration;,time;date;steps;watch battery;,text;chart+icon;,steps=text;watch battery=chart+icon;,none;,digital,no;,2,android
354,04/04/2021 22:00,82,https://www.facer.io/watchface/QDESBp2I4D?watchModel=galaxyactive2,Fitness Flowers 10,,yes,semi-flat,logo;screen border;container;design;,2,no;,time;date;day;watch battery;phone battery;steps;heart rate;weather;,icon+text;icon+text;chart+text;icon+text;icon;,watch battery=icon+text;phone battery=icon+text;steps=chart+text;heart rate=icon+text;weather=icon;,weather;,hybrid,no;,5,android
355,04/04/2021 22:00,84,https://www.facer.io/watchface/ggVFWVWiaZ?watchModel=montblancsummit2steelcasebrownleather,Switchback V308,,yes,skeuomorphism,background;container;,4,no;,time;date;day;watch battery;phone battery;,chart+icon;chart+icon;,watch battery=chart+icon;phone battery=chart+icon;,none;,digital,no;,2,android
356,04/04/2021 22:00,85,https://www.facer.io/watchface/A22aLh8GUj?watchModel=galaxywatch3,BA | UFO POSTER,,yes,skeuomorphism,background;container;design;,2,no;,time;date;day;moon;steps;weather;watch battery;,chart;text;icon;chart;,moon=chart;steps=text;weather=icon;watch battery=chart;,weather;,digital,no;,4,android
357,04/04/2021 22:00,88,https://www.facer.io/watchface/4yC8iYzl8h?watchModel=fossilsport,Pop Art Lucy,,yes,semi-flat,background;container;,4,heart rate;,time;date;day;watch battery;weather;temperature;heart rate;,chart+text;icon;text;icon+text;,watch battery=chart+text;weather=icon;temperature=text;heart rate=icon+text;,weather;,digital,no;,4,android
358,04/04/2021 22:00,91,https://www.facer.io/watchface/8UsWN3tHZ0?watchModel=movadoconnect,Pisces,,yes,skeuomorphism,logo;background;container;,4,no;,time;date;,none,none;,none;,analog,no;,0,android
